comment,label,comment_length,comment_cleaned
بسیار تازه و خوشمزه، ممنون از شما …,1,35,بسیار تازه و خوشمزه ممنون از شما
مثل همیشه هم دقیق و هم مرتب و درست بسته بندی شده بود و فرستادن فقط اگه محصولات بیشتری رو‌موجود کنن بهتر میشه ممنون از خدمات خوب فروشگاه و اسنپ فود,1,146,مثل همیشه هم دقیق و هم مرتب و درست بسته بندی شده بود و فرستادن فقط اگه محصولات بیشتری روموجود کنن بهتر میشه ممنون از خدمات خوب فروشگاه و اسنپ فود
واقعا سه تا انار متوسط یک کیلو نمیشه,0,36,واقعا سه تا انار متوسط یک کیلو نمیشه
پیک سریع و مرتب آورد ممنون,1,26,پیک سریع و مرتب آورد ممنون
سلام دست شما درد نکنه در غیر حضوری از حضوری با کیفیت‌تر تحویل گرفتم,1,67,سلام دست شما درد نکنه در غیر حضوری از حضوری با کیفیتتر تحویل گرفتم
اول از همه از شیرینی پاپا به خاطر شیرینی تازه و خوشمزه متشکرم و همچنین از اسنپ فود به خاطر سرویس‌دهی عالی نسبت به اولین سفارش. واقعا این ۲ سری اخر بسیار راضی بودم. موفق باشین امیدوارم روز به‌روز کیفیت کارتون بالاتر هم بره.,1,222,اول از همه از شیرینی پاپا به خاطر شیرینی تازه و خوشمزه متشکرم و همچنین از اسنپ فود به خاطر سرویسدهی عالی نسبت به اولین سفارش واقعا این  سری اخر بسیار راضی بودم موفق باشین امیدوارم روز بهروز کیفیت کارتون بالاتر هم بره
کیفیت بسیار افت کرده متاسفانه. امیدوارم که سری بعدی به این شکل نباشه.,0,69,کیفیت بسیار افت کرده متاسفانه امیدوارم که سری بعدی به این شکل نباشه
به نظر بنده این حجم برای یک نفر کافیه ولی اسمش دونفرس,0,53,به نظر بنده این حجم برای یک نفر کافیه ولی اسمش دونفرس
کیفیت آش و حلیم عالی بود.,1,25,کیفیت آش و حلیم عالی بود
اخیرا درسفارسات پیکی که از اسنپ فودمسئول دریافت غذا یا بستنی یا …. دقت لازم را ندارن,0,84,اخیرا درسفارسات پیکی که از اسنپ فودمسئول دریافت غذا یا بستنی یا  دقت لازم را ندارن
بسیار طعم عالی و خوبی داشت حجم املت هم خیلی خوب بود در کل کمیت و کیفیت عالی بود تنها ضعف در مدت زمان ارسال بود که با تاخیر همراه بود,1,132,بسیار طعم عالی و خوبی داشت حجم املت هم خیلی خوب بود در کل کمیت و کیفیت عالی بود تنها ضعف در مدت زمان ارسال بود که با تاخیر همراه بود
بسیار بد مزه و گران‌قیمت!,0,25,بسیار بد مزه و گرانقیمت
ذرت خوب بود اما انبه گلاسه کاملا اب شده بود و بستنی بجای انبه، وانیل بود,1,72,ذرت خوب بود اما انبه گلاسه کاملا اب شده بود و بستنی بجای انبه وانیل بود
یک بستنی اضافی ارسال‌شده بود.,1,29,یک بستنی اضافی ارسالشده بود
اولین تجربه سفارش آنلاین نون رو داشتم، فوق‌العاده کیفیت عالی، گرم و حتی برش خورده به دستم رسید، خیلی ممنونم,1,107,اولین تجربه سفارش آنلاین نون رو داشتم فوقالعاده کیفیت عالی گرم و حتی برش خورده به دستم رسید خیلی ممنونم
شیرینی‌های اینجا خیلی خوبه ولی اینسری ناپلئونی‌ها جالب نبود و شیرینی‌ها هم له‌شده بود و خامه‌اش اب شده بود کاش پیک‌ها دقت بیشتری بکنند,1,134,شیرینیهای اینجا خیلی خوبه ولی اینسری ناپلئونیها جالب نبود و شیرینیها هم لهشده بود و خامهاش اب شده بود کاش پیکها دقت بیشتری بکنند
با سلام واقعا کیفیت طعم و میزان غذا نسبت به کیفیت عالیه. امیدوارم همیشه موفق باشید. با تشکر,1,91,با سلام واقعا کیفیت طعم و میزان غذا نسبت به کیفیت عالیه امیدوارم همیشه موفق باشید با تشکر
من ثبت کرده بودم دلستر تلخ می‌خواهم. برای بنده دلستر با طعم لیمو آوردند. به توضیحات دقت نکرده بودند.,0,100,من ثبت کرده بودم دلستر تلخ میخواهم برای بنده دلستر با طعم لیمو آوردند به توضیحات دقت نکرده بودند
خدایی کیفیت و کمیتش خوب بود. به قیمت بالاش می‌ارزید,1,51,خدایی کیفیت و کمیتش خوب بود به قیمت بالاش میارزید
سوپر مارکت خوبیه تقریبا جنسش جوره و ارسالش هم خوبه ممنون,1,56,سوپر مارکت خوبیه تقریبا جنسش جوره و ارسالش هم خوبه ممنون
تا به حال جوجه‌کباب به این بی کیفیتی و بی‌مزه گی نخورده بودم! نه رنگ نه طعم ونه حتی گرم! مزخرف به تمام معنا! فقط کوبیده قابل خوردن بود,0,134,تا به حال جوجهکباب به این بی کیفیتی و بیمزه گی نخورده بودم نه رنگ نه طعم ونه حتی گرم مزخرف به تمام معنا فقط کوبیده قابل خوردن بود
قیمت‌ها نسبت به کیفیت و حجم غذا اصلا منصافه نیست,0,48,قیمتها نسبت به کیفیت و حجم غذا اصلا منصافه نیست
فوق العادس. سس پنیرش معرکه اس امیدوارم هیچ وخ کیفیتش کم نشه.,1,60,فوق العادس سس پنیرش معرکه اس امیدوارم هیچ وخ کیفیتش کم نشه
پیتزاهاشون فقط خمیر و پنیر بود,0,30,پیتزاهاشون فقط خمیر و پنیر بود
خیلی تازه بود شیرینی‌تر شکلاتیشون شون ممنون از ناتلی,1,52,خیلی تازه بود شیرینیتر شکلاتیشون شون ممنون از ناتلی
غذا گرم رسید ولی بازهم تند بود با اینکه گفته‌شده بود تند نباشه,1,62,غذا گرم رسید ولی بازهم تند بود با اینکه گفتهشده بود تند نباشه
اصلا کیفیتش جالب نبود,0,21,اصلا کیفیتش جالب نبود
دستشون درد نکنه. خوب و مرتب و سریع به دستم رسید.,1,48,دستشون درد نکنه خوب و مرتب و سریع به دستم رسید
ساندویچی گرمی که سرد بود,0,24,ساندویچی گرمی که سرد بود
خیلی کلفت و خمیر بوود,0,21,خیلی کلفت و خمیر بوود
غذا بسیار سرد به دست ما رسید.,0,29,غذا بسیار سرد به دست ما رسید
پیتزاها بوی سوختگی میده، هر سه تاش!!!!!!,0,40,پیتزاها بوی سوختگی میده هر سه تاش
تو منو زدین مرغ سرغ شده اما مرغ آب‌پز و بسیار سفت و بد مزه بود واقعا,0,68,تو منو زدین مرغ سرغ شده اما مرغ آبپز و بسیار سفت و بد مزه بود واقعا
پکیجینگ بر خلاف همیشه خوب نبود! همه‌ی سس بشقاب سبزیجات ریخته بود توی کیسه خود سبزیجات هم!! ولی طعم غذا خوب بود,1,110,پکیجینگ بر خلاف همیشه خوب نبود همهی سس بشقاب سبزیجات ریخته بود توی کیسه خود سبزیجات هم ولی طعم غذا خوب بود
واقعابرای نحوه ارسالتون متاسفم!! از اسنپ فود بعید بود. از ۶ تاتخم مرغ داخل بسته، ۳ تاش براثر بسته بندی نامناسب و همه چی توهم، شکسته شده شده بود و کل سفارشات کثیف شده و به گندکشیده شده بود.,0,188,واقعابرای نحوه ارسالتون متاسفم از اسنپ فود بعید بود از  تاتخم مرغ داخل بسته  تاش براثر بسته بندی نامناسب و همه چی توهم شکسته شده شده بود و کل سفارشات کثیف شده و به گندکشیده شده بود
همه عالی بودند ممنون,1,20,همه عالی بودند ممنون
دوتا کیک سفارش داده بودم به جاش پول گذاشته بودین؟؟؟؟؟؟ بستنیم ک تا رسیده بود. کامل آب شده بود,0,93,دوتا کیک سفارش داده بودم به جاش پول گذاشته بودین بستنیم ک تا رسیده بود کامل آب شده بود
خوشمزه بود، برای ۲ نفر کم بود!,1,30,خوشمزه بود برای  نفر کم بود
به موقع رسید، فقط قیمت روی مایع ظرفشویی مخدوش شده بود که خوب اعتماد رو فروشگاه کم میکنه.,1,88,به موقع رسید فقط قیمت روی مایع ظرفشویی مخدوش شده بود که خوب اعتماد رو فروشگاه کم میکنه
سه تا سفارش دادم. یکیش قهوه بود پنیرش. و کلا و شکل عکسش فرق داشت اونیکه قهوه بود کیک زیرش تازه نبود اصلا,0,104,سه تا سفارش دادم یکیش قهوه بود پنیرش و کلا و شکل عکسش فرق داشت اونیکه قهوه بود کیک زیرش تازه نبود اصلا
غذا وقتی به دست مارسید خیلی سرد بود که این موضوع روی طعم و مزه غذا خیلی تاثیر گذاشته بود.,1,89,غذا وقتی به دست مارسید خیلی سرد بود که این موضوع روی طعم و مزه غذا خیلی تاثیر گذاشته بود
بستنی یکی کم ارسال شد,0,21,بستنی یکی کم ارسال شد
سالاد اصلا کیفیت نداشت و مزه مناسبی نداشت و از خریدش پشیمون شدم,0,63,سالاد اصلا کیفیت نداشت و مزه مناسبی نداشت و از خریدش پشیمون شدم
Ba chizi k sefaresh dadam farq dasht Va monde bud,0,49,Ba chizi k sefaresh dadam farq dasht Va monde bud
خیلی خوب بود، راضی بودم,1,23,خیلی خوب بود راضی بودم
من با ۳ تا پنیر اضافه سفارش دادم خیلی خوب بود.,1,46,من با  تا پنیر اضافه سفارش دادم خیلی خوب بود
تو این شرایط بیماری در بسته بندی دستکش و پد الکلی بود. مرسی از مشتری مداری,1,74,تو این شرایط بیماری در بسته بندی دستکش و پد الکلی بود مرسی از مشتری مداری
بسیار عالی از همه نظر، با تشکر ویژه.,1,36,بسیار عالی از همه نظر با تشکر ویژه
غذا سرد رسید و کیفیت سابقا ندارد,0,32,غذا سرد رسید و کیفیت سابقا ندارد
به اشتباه ساندویچ سوسیس بندری ارسال‌شده بود و من‌بعد از باز کردن ساندویچ متوجه شدم که اشتباه ارسال‌شده و چون پرداختی من بیشتر از ساندویچ بندری بود بالاجبار همون ساندویچ استفاده کردم,0,181,به اشتباه ساندویچ سوسیس بندری ارسالشده بود و منبعد از باز کردن ساندویچ متوجه شدم که اشتباه ارسالشده و چون پرداختی من بیشتر از ساندویچ بندری بود بالاجبار همون ساندویچ استفاده کردم
بسیار بی‌کیفیت شده شبیه برگرهای توی ترمینال‌های مسافر بری واقعا از سفارشم پشیمون شدم,0,84,بسیار بیکیفیت شده شبیه برگرهای توی ترمینالهای مسافر بری واقعا از سفارشم پشیمون شدم
کلی سس مایونز داشت که خوب نبود,1,30,کلی سس مایونز داشت که خوب نبود
کیف غذا بسیار پایین بود … هیچوقت دیگه نخواهم سفارش داد,0,54,کیف غذا بسیار پایین بود  هیچوقت دیگه نخواهم سفارش داد
پیتزا همش خمیر بود.,0,19,پیتزا همش خمیر بود
هم از لحاظ حجم و هم از لحاظ کیفیت عالی بود,1,42,هم از لحاظ حجم و هم از لحاظ کیفیت عالی بود
کباب بسیار بسیار خوشمزه بود گوجه‌ها به حد کافی پخته‌شده بودند نان تازه بود و به مقدار کافی بود ریحان بسیار تازه و همه چیز کامل بود جای یک لیمو ترش یا نارنج فقط خالی بود,1,168,کباب بسیار بسیار خوشمزه بود گوجهها به حد کافی پختهشده بودند نان تازه بود و به مقدار کافی بود ریحان بسیار تازه و همه چیز کامل بود جای یک لیمو ترش یا نارنج فقط خالی بود
مقدار سیب‌زمینی نسبت به قبل خیلی کم شده برگر سرد و سوخته بود درکل نسبت به قبل کیفیت خیلی پایین بود,0,98,مقدار سیبزمینی نسبت به قبل خیلی کم شده برگر سرد و سوخته بود درکل نسبت به قبل کیفیت خیلی پایین بود
سوسیس سوپربرگرو نذاشته بودید,1,28,سوسیس سوپربرگرو نذاشته بودید
واقعا ضعیف هم غذا و هم تاخیر بسیار زیاد در ارسال,0,48,واقعا ضعیف هم غذا و هم تاخیر بسیار زیاد در ارسال
کیفیت برنج افتضاح بود کباب هم ک لاستیک,1,38,کیفیت برنج افتضاح بود کباب هم ک لاستیک
غذا عالی بود فقط نان همراه غذا نبود.,1,36,غذا عالی بود فقط نان همراه غذا نبود
نان سیاه بیات بود.,1,18,نان سیاه بیات بود
خیلی خیلی دیر سید!..,0,20,خیلی خیلی دیر سید
همه چیز دقیق و به موقع به دستم رسید. فقط اینکه نمی‌دونم چرا در طول روز مقدار تخفیف‌های سوپر مارکتا تغییر می‌کنه؟,1,112,همه چیز دقیق و به موقع به دستم رسید فقط اینکه نمیدونم چرا در طول روز مقدار تخفیفهای سوپر مارکتا تغییر میکنه
شیرینی خامه ایی زیر گذاشته‌شده بود و فشار بهش اومده بود و جعبه کاملا فشرده‌شده و محتویات داخلی له‌شده بود,0,105,شیرینی خامه ایی زیر گذاشتهشده بود و فشار بهش اومده بود و جعبه کاملا فشردهشده و محتویات داخلی لهشده بود
کباب کوبیده بسیار بد بود. شدیدا گوشت بد و نامناسبی و بدبویی داشت..,0,66,کباب کوبیده بسیار بد بود شدیدا گوشت بد و نامناسبی و بدبویی داشت
جنس مورد نظر رو نداشتن جنس ارزان‌تر فرستادن بقیه پول رو هم ندادن,0,64,جنس مورد نظر رو نداشتن جنس ارزانتر فرستادن بقیه پول رو هم ندادن
بسیار عالی و درجه یک.,1,21,بسیار عالی و درجه یک
بر خلاف آنچه که در منو نوشته‌شده بود قطر پیتزا ۲۴ سانت نبود بلکه ۲۰ سانت بود که خیلی کمتر از آن چیزی است که نوشته‌شده. واقعا برای باروژ متاسفم.,0,143,بر خلاف آنچه که در منو نوشتهشده بود قطر پیتزا  سانت نبود بلکه  سانت بود که خیلی کمتر از آن چیزی است که نوشتهشده واقعا برای باروژ متاسفم
از همه عزیزان که برای پخت و ارسال نان عالی زحمت می‌کشند صمیمانه سپاسگزارم.,1,74,از همه عزیزان که برای پخت و ارسال نان عالی زحمت میکشند صمیمانه سپاسگزارم
خیلی بد مزه بودد اصلاا پیشنهاد نمی‌کنم,0,38,خیلی بد مزه بودد اصلاا پیشنهاد نمیکنم
غذا سرد بود و علی رقم اینکه هم موقع ثبت سفارشم و هم توی تماس تلفنی به پشتیبانی اسنپ فود تاکید کردم کارتخوان همراهشون باشه و نمیتونم نقدی پرداخت کنم پیک گفت کارتخوانم شارژ نداره نقدی پرداخت کن,0,191,غذا سرد بود و علی رقم اینکه هم موقع ثبت سفارشم و هم توی تماس تلفنی به پشتیبانی اسنپ فود تاکید کردم کارتخوان همراهشون باشه و نمیتونم نقدی پرداخت کنم پیک گفت کارتخوانم شارژ نداره نقدی پرداخت کن
عالی بود و کاملا به موقع رسید. ممنون,1,36,عالی بود و کاملا به موقع رسید ممنون
سالاد آماده‌ای که در سوپرمارکت فروخته می‌شود را با قیمت بالا می‌دهد به اسم سالاد رستوران.,0,89,سالاد آمادهای که در سوپرمارکت فروخته میشود را با قیمت بالا میدهد به اسم سالاد رستوران
با یک ساعت و نیم تاخیر واقعا جای تاسف داره,0,42,با یک ساعت و نیم تاخیر واقعا جای تاسف داره
این رستوران از هر نظر عالیه، تنها انتخاب من برای غذاهای ایرانیه فقط جوجه شون خوب مزه دار نمیشه، به نظر لیمو و زعفران کمی استفاده میکنن!,1,135,این رستوران از هر نظر عالیه تنها انتخاب من برای غذاهای ایرانیه فقط جوجه شون خوب مزه دار نمیشه به نظر لیمو و زعفران کمی استفاده میکنن
کیفیت کباب‌ها جالب نبود و حس خوردن گوشت واقعی رو نداشتم چن تا غضروف هم تو کوبیده پیدا کردم,0,90,کیفیت کبابها جالب نبود و حس خوردن گوشت واقعی رو نداشتم چن تا غضروف هم تو کوبیده پیدا کردم
متاسفانه کیفیت این سری بسیار پایین بود و واقعا از خریدم پشیمون شدم، امیدوارم مسولین شیرینی هانی بال اصلاح کنند این تغییر در طرز پخت پای سیب رو، واقعا توی ذوقم زد.,0,162,متاسفانه کیفیت این سری بسیار پایین بود و واقعا از خریدم پشیمون شدم امیدوارم مسولین شیرینی هانی بال اصلاح کنند این تغییر در طرز پخت پای سیب رو واقعا توی ذوقم زد
ساندویچ مرغ بسیار بد. کاملا نپخته,0,33,ساندویچ مرغ بسیار بد کاملا نپخته
جعبه پیتزا را ایستاده داخل پاکت گذاشته بود درب جعبه که باز کردم سانداویچ پیتزا شده بود کیفیت قبل هم نداشت,0,105,جعبه پیتزا را ایستاده داخل پاکت گذاشته بود درب جعبه که باز کردم سانداویچ پیتزا شده بود کیفیت قبل هم نداشت
پرشین چیکن برگر خیلی خیلی خوشمزه بود. ففط برای کسایی که غذای شیرین دوست ندارن یکم نونش مزه شیرینی می‌داد,1,104,پرشین چیکن برگر خیلی خیلی خوشمزه بود ففط برای کسایی که غذای شیرین دوست ندارن یکم نونش مزه شیرینی میداد
شیرینی دانمارکی سفارش داده بودم ولی نصف بسته رو کیک نارگیلی گذاشته بودن و دانمارکی‌ها به شدت کهنه بود,0,101,شیرینی دانمارکی سفارش داده بودم ولی نصف بسته رو کیک نارگیلی گذاشته بودن و دانمارکیها به شدت کهنه بود
گوشت خورشت فسنجان کاملا نپخته بود، فکر می‌کنم در انتها بدون اینکه تو خورشت از ابتدا پخته بشه فقط ریخته شده بود.,0,111,گوشت خورشت فسنجان کاملا نپخته بود فکر میکنم در انتها بدون اینکه تو خورشت از ابتدا پخته بشه فقط ریخته شده بود
کیفیت و طعم همبرگر نسبت به سفارش قبل خیلی افت کرده بود.,0,55,کیفیت و طعم همبرگر نسبت به سفارش قبل خیلی افت کرده بود
ممنون همه چیز عالی بود فقط قبل از تحویل غذا حتما با مشتری تماس بگیرید سپاس,1,74,ممنون همه چیز عالی بود فقط قبل از تحویل غذا حتما با مشتری تماس بگیرید سپاس
با تشکر غذا نثارپلو عالی بود حتما پیشنهاد می‌کنم، بسته بندی، دستمال مرطوب و ارسال به موقع و رفتار محترمانه پیک، خلاصه محشر بود، ممنون,1,133,با تشکر غذا نثارپلو عالی بود حتما پیشنهاد میکنم بسته بندی دستمال مرطوب و ارسال به موقع و رفتار محترمانه پیک خلاصه محشر بود ممنون
همه چیز خوب بود به غیر از اینکه من دو تا مایع دستشویی آبرسان داو سفارش داده بودم که متاسفانه اشتباهی دو تا مایع دستشویی داو با رایحه انار و به لیمو ارسال کرده بودند که من اصلا رایحه شو دوست ندارم.,1,196,همه چیز خوب بود به غیر از اینکه من دو تا مایع دستشویی آبرسان داو سفارش داده بودم که متاسفانه اشتباهی دو تا مایع دستشویی داو با رایحه انار و به لیمو ارسال کرده بودند که من اصلا رایحه شو دوست ندارم
من دونات معمولی سفارش دادم اما دونات شکلاتی آوردند,1,50,من دونات معمولی سفارش دادم اما دونات شکلاتی آوردند
غذا سرد به دستم رسید. بسته سیب‌زمینی سرخ‌شده بسیار فشرده و سیب‌زمینی‌ها نرم و له‌شده بود و چیز اضافه‌ای نداشت. برخورد پیک بسیار نامناسب بود.,0,140,غذا سرد به دستم رسید بسته سیبزمینی سرخشده بسیار فشرده و سیبزمینیها نرم و لهشده بود و چیز اضافهای نداشت برخورد پیک بسیار نامناسب بود
بیشتر ته‌دیگ بود تا ته چین! خیلی برشته و سفت بود! مرغ هاشم بدون ادویه‌ی خاصی بدون ریش‌ریش کردن بودن!,1,100,بیشتر تهدیگ بود تا ته چین خیلی برشته و سفت بود مرغ هاشم بدون ادویهی خاصی بدون ریشریش کردن بودن
همه چیز عالی و دلچسب پر حجم و عالی سس بسیار خوش مزه‌ای داشت فقط تکه‌های مرغ کم بود,1,82,همه چیز عالی و دلچسب پر حجم و عالی سس بسیار خوش مزهای داشت فقط تکههای مرغ کم بود
باور نکردنی بود، فکر نمی‌کردم کیفیتش انقدر خوب باشه با این قیمت، پیک هم سر وقت اومد، ممنونم، من دیگه مشتری ثابتتون شدم.,1,119,باور نکردنی بود فکر نمیکردم کیفیتش انقدر خوب باشه با این قیمت پیک هم سر وقت اومد ممنونم من دیگه مشتری ثابتتون شدم
نوشابه هم سفارشش داده بودم و مبلغشم پرداخت کردم ولی ارسال نشد,0,61,نوشابه هم سفارشش داده بودم و مبلغشم پرداخت کردم ولی ارسال نشد
قارچ و گوشتش بی‌مزه بود واقعا …,0,31,قارچ و گوشتش بیمزه بود واقعا
ساندویچ مرغ کلا با عکس توی منو متفاوت بود نعنا داخل ساندویچ کاملا پلاسیده بود در مجموع یک عدد فیله مرغ به نحو بسیار بدی سرخ‌شده بود خشک و بسیار بد مزه بود,0,154,ساندویچ مرغ کلا با عکس توی منو متفاوت بود نعنا داخل ساندویچ کاملا پلاسیده بود در مجموع یک عدد فیله مرغ به نحو بسیار بدی سرخشده بود خشک و بسیار بد مزه بود
خورشت رو دوس دارم اما کیفیت برنج مناسب نبود.,1,44,خورشت رو دوس دارم اما کیفیت برنج مناسب نبود
پنیر پیتزا ارسالی فقط ۳ روز از تاریخ انقضای یکساله اون باقی‌مانده بود و کاملا کهنه بود.,0,87,پنیر پیتزا ارسالی فقط  روز از تاریخ انقضای یکساله اون باقیمانده بود و کاملا کهنه بود
آبمیوه‌ها تازه و طبیعی باکیفیت عالی بودند و خیلی سریع به دستم رسیدند ممنون,1,74,آبمیوهها تازه و طبیعی باکیفیت عالی بودند و خیلی سریع به دستم رسیدند ممنون
جوجه چرب بود و سوخته بود,0,24,جوجه چرب بود و سوخته بود
من مشتریه قدیمیه ماهکم و تا امروز می‌گفتم بهترین مرغ سوخاری تهرانه ولی امروز بعد از چند سال متاسفانه اگلین بار بود که راضی نیستم. تمام مرغ‌ها بو میدادن متاسفانه امیدوارم اشتباه سهوی آشپز بوده باشه,1,196,من مشتریه قدیمیه ماهکم و تا امروز میگفتم بهترین مرغ سوخاری تهرانه ولی امروز بعد از چند سال متاسفانه اگلین بار بود که راضی نیستم تمام مرغها بو میدادن متاسفانه امیدوارم اشتباه سهوی آشپز بوده باشه
سفارشها دقیق و سریع پیک بسیار محترم و خوب,1,41,سفارشها دقیق و سریع پیک بسیار محترم و خوب
این چه وضع تحویل هست؟ کلا شکسته بود، فکر می‌کنید سبد خامه‌ای رو آدم برای چی می‌خره؟ فقط برای شکل ظاهری‌اش.. کلا فقط عادت کردید اعصاب آدم رو خرد کنید,0,148,این چه وضع تحویل هست کلا شکسته بود فکر میکنید سبد خامهای رو آدم برای چی میخره فقط برای شکل ظاهریاش کلا فقط عادت کردید اعصاب آدم رو خرد کنید
من ژامبون مخصوص سفارش دادم ولی ژامبون بره ارسال‌شده!,0,52,من ژامبون مخصوص سفارش دادم ولی ژامبون بره ارسالشده
سلام این غذا بدون دورچین جالب نیست، فکر کنم هزینه‌اش را اضافه کنند و کیفیت را بیشتر کنند بهتر می‌شود این نظر را هم دادم چون مشتری دائمی رستوران مبین هستم,0,153,سلام این غذا بدون دورچین جالب نیست فکر کنم هزینهاش را اضافه کنند و کیفیت را بیشتر کنند بهتر میشود این نظر را هم دادم چون مشتری دائمی رستوران مبین هستم
مخلفات خوبی داشت کباب هم آبدار ممنونم,1,37,مخلفات خوبی داشت کباب هم آبدار ممنونم
بسیار خوش‌طعم و تازه,1,20,بسیار خوشطعم و تازه
خداوکیلی ۲۲ هزار تومن پوله همچین چیزیه به بچه می‌دادی غذارو قهر می‌کرد می‌رفت,0,77,خداوکیلی  هزار تومن پوله همچین چیزیه به بچه میدادی غذارو قهر میکرد میرفت
همه چی واقعا خوب بود. تشکر,1,26,همه چی واقعا خوب بود تشکر
کنار دیزی حداقل حداقل یه پیاز باید باشه دیگه!!! کلا یه دیزی فرستادن با نصف سنگک که به نظرم کم بود,0,97,کنار دیزی حداقل حداقل یه پیاز باید باشه دیگه کلا یه دیزی فرستادن با نصف سنگک که به نظرم کم بود
من یکی از مشتری‌های نشاط هستم این غذا که سفارش داده بودم با غذای که حضوری سفارش می‌دادم خیلی تفاوت داشت انگار که از یه جای دیگه آورده بودن حتی بسته بندی هم با خود نشاط خیلی فرق داشت اصلا اون نبود,0,195,من یکی از مشتریهای نشاط هستم این غذا که سفارش داده بودم با غذای که حضوری سفارش میدادم خیلی تفاوت داشت انگار که از یه جای دیگه آورده بودن حتی بسته بندی هم با خود نشاط خیلی فرق داشت اصلا اون نبود
به موقع و دقیقا مطابق سفارش,1,27,به موقع و دقیقا مطابق سفارش
مرسی همه چیز عالی و همان طور که سفارش داده بودیم و به موقع تحویل داده شد,1,72,مرسی همه چیز عالی و همان طور که سفارش داده بودیم و به موقع تحویل داده شد
همه چی خوب بود جز ماست که دو روز بیشتر تاریخش نمونده بود,1,56,همه چی خوب بود جز ماست که دو روز بیشتر تاریخش نمونده بود
کیفیت غذا برخلاف دفعات قبل بسیار پایین بود. غذا بوی نامطبوعی داشت و بهیچ وجه لذت‌بخش نبود,0,89,کیفیت غذا برخلاف دفعات قبل بسیار پایین بود غذا بوی نامطبوعی داشت و بهیچ وجه لذتبخش نبود
انگور مونده و له‌شده بود,0,24,انگور مونده و لهشده بود
متاسفانه علی رقم مزه و کیفیت عالی پیتزا کویین شیلا این بار از کیفیت پیتزا کاسته شده از حجم غذا کاسته شده حاشیه پیتزا سوخته بود ولی ساندویچ بسیار خوب بود,0,152,متاسفانه علی رقم مزه و کیفیت عالی پیتزا کویین شیلا این بار از کیفیت پیتزا کاسته شده از حجم غذا کاسته شده حاشیه پیتزا سوخته بود ولی ساندویچ بسیار خوب بود
اصلا به توضیحاتی که داده بودم توجه نکردید مرسی,0,46,اصلا به توضیحاتی که داده بودم توجه نکردید مرسی
ته‌دیگ‌هایی ک میذارید فوق العادن,1,32,تهدیگهایی ک میذارید فوق العادن
عالی مثل همیشه …. فوق‌العاده …,1,30,عالی مثل همیشه  فوقالعاده
متاسفانه کیفیت برنج و طبخ مرغ خیلی با سفارش قبلی فرق داره! کیفیتون اومده پایین,0,78,متاسفانه کیفیت برنج و طبخ مرغ خیلی با سفارش قبلی فرق داره کیفیتون اومده پایین
سلام وقت بخیر غذا مثل همیشه خیلی خیلی خیلی عالی بود.. ۱۸ دقیقه زودتر رسید.. سپاس و تشکر فراوان,1,94,سلام وقت بخیر غذا مثل همیشه خیلی خیلی خیلی عالی بود  دقیقه زودتر رسید سپاس و تشکر فراوان
ما همیشه آش شله می‌گرفتیم و خیلی خوب بود. امشب اما مثل قبل نبود. انگار آب داخلش شده بود. خیلی رقیق بود و خلاصه کیفیتش با دفعات پیش فرق داشت.,0,140,ما همیشه آش شله میگرفتیم و خیلی خوب بود امشب اما مثل قبل نبود انگار آب داخلش شده بود خیلی رقیق بود و خلاصه کیفیتش با دفعات پیش فرق داشت
واققعا بیخود بود!! به املت ۴۰ دفیقه کشید تا اومد با اینکه فاصلش تا مقصد ۳ دقیقس!,0,80,واققعا بیخود بود به املت  دفیقه کشید تا اومد با اینکه فاصلش تا مقصد  دقیقس
ماهک عالی ما مشتری ثابتیم,1,25,ماهک عالی ما مشتری ثابتیم
سفارش من به دستم رسید و من اینترنتی مبلغ را پرداخت کرده بودم پیک رستوران قبول نمی‌کرد پول پرداخت‌شده پس از تماس با رستوران متوجه شد لطفا دقت بفرمایید که سفارش‌ها چطور پرداخت‌شده است,1,181,سفارش من به دستم رسید و من اینترنتی مبلغ را پرداخت کرده بودم پیک رستوران قبول نمیکرد پول پرداختشده پس از تماس با رستوران متوجه شد لطفا دقت بفرمایید که سفارشها چطور پرداختشده است
غدا خیلی سرد و بی‌کیفیت بود,0,27,غدا خیلی سرد و بیکیفیت بود
شیرینی رولت بشدت کهنه بود افتضاح در حالی که ذکر کرده بودم ساده باشه. اصلا اهمیت نداده بودن واقن متاسفم و دیگه خرید نمی‌کنم کیفیت شیرینی خشک هم متوسط بود,0,152,شیرینی رولت بشدت کهنه بود افتضاح در حالی که ذکر کرده بودم ساده باشه اصلا اهمیت نداده بودن واقن متاسفم و دیگه خرید نمیکنم کیفیت شیرینی خشک هم متوسط بود
خوب بود، ولی کیفیت غذاتون نسبت به قبل کم شده! لطفا دوباره به کیفیت قبلتون برگردین، این دو دفعه اخر اصلا مثل قبل نبودین،,1,119,خوب بود ولی کیفیت غذاتون نسبت به قبل کم شده لطفا دوباره به کیفیت قبلتون برگردین این دو دفعه اخر اصلا مثل قبل نبودین
مگه از سوپرمارکت دروس بهتر هم داریم اخه، همیشه عالی و اجناس تازه و مرتب,1,71,مگه از سوپرمارکت دروس بهتر هم داریم اخه همیشه عالی و اجناس تازه و مرتب
